,Property type,Value,Substances,Mole fraction compound,Mole fraction type,Mole fraction value,doi
75,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.4171,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.0414,10.1021/je060026r
76,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.6245,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.0836,10.1021/je060026r
77,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.7657,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.1265,10.1021/je060026r
78,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.8662,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.1702,10.1021/je060026r
79,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.9297,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.2148,10.1021/je060026r
80,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.9757,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.2602,10.1021/je060026r
81,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",1.005,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.3065,10.1021/je060026r
82,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",1.016,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.3536,10.1021/je060026r
83,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",1.011,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.4017,10.1021/je060026r
84,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.9968,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.4507,10.1021/je060026r
85,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.9593,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.5007,10.1021/je060026r
86,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.9153,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.5518,10.1021/je060026r
87,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.8531,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.6038,10.1021/je060026r
88,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.78,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.6569,10.1021/je060026r
89,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.6887,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.7111,10.1021/je060026r
90,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.5819,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.7665,10.1021/je060026r
91,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.4599,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.823,10.1021/je060026r
92,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.3223,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.8807,10.1021/je060026r
93,"Excess molar enthalpy (molar enthalpy of mixing), kJ/mol",0.1681,"['cyclohexane', '2-butoxyethan-1-ol']",cyclohexane,Mole fraction,0.9397,10.1021/je060026r
